ID	len	gc	PS	Presence
case1_00020152-RA	1461	0.44011	cellular_organisms	no-match
case1_00020153-RA	702	0.394587	cellular_organisms	no-match
case1_00020149-RA	477	0.406709	cellular_organisms	no-match
case1_00020150-RA	426	0.387324	cellular_organisms	no-match
case1_00020145-RA	1524	0.404199	cellular_organisms	no-match
case1_00020160-RA	1209	0.369727	cellular_organisms	no-match
case1_00020158-RA	429	0.459207	cellular_organisms	no-match
case1_00020156-RA	417	0.441247	cellular_organisms	no-match
case1_00020157-RA	369	0.376694	cellular_organisms	no-match
case1_00020147-RA	711	0.383966	cellular_organisms	no-match
case1_00020146-RA	294	0.421769	cellular_organisms	no-match
case1_00020068-RA	675	0.419259	cellular_organisms	no-match
case1_00020097-RA	468	0.438034	cellular_organisms	no-match
case1_00020135-RA	447	0.42953	cellular_organisms	no-match
case1_00020111-RA	798	0.424812	cellular_organisms	no-match
case1_00020141-RA	1584	0.417298	cellular_organisms	no-match
case1_00020129-RA	1524	0.448163	cellular_organisms	no-match
case1_00016978-RA	2240	0.484821	cellular_organisms	match
case1_00017012-RA	1623	0.4504	cellular_organisms	match
case1_00017016-RA	2711	0.413132	cellular_organisms	match
case1_00017010-RA	5464	0.42899	cellular_organisms	match
case1_00017014-RA	4183	0.437485	cellular_organisms	match
case1_00017013-RA	1863	0.407944	cellular_organisms	match
case1_00017021-RA	2627	0.432813	cellular_organisms	match
case1_00017033-RA	4529	0.412011	cellular_organisms	match
case1_00016990-RA	4336	0.454566	cellular_organisms	match
case1_00017001-RA	4838	0.465068	cellular_organisms	match
case1_00017000-RA	1436	0.435933	cellular_organisms	match
case1_00016994-RA	1705	0.427566	cellular_organisms	match
case1_00017085-RA	967	0.401241	cellular_organisms	match
case1_00017041-RA	2071	0.410913	cellular_organisms	match
case1_00017040-RA	1369	0.368882	cellular_organisms	match
case1_00017072-RA	1794	0.402453	cellular_organisms	match
case1_00017073-RA	2062	0.424345	cellular_organisms	match
case1_00017076-RA	1551	0.402321	cellular_organisms	match
case1_00017071-RA	5472	0.433114	cellular_organisms	match
case1_00017102-RA	3345	0.425112	cellular_organisms	match
case1_00017105-RA	2842	0.449331	cellular_organisms	match
case1_00017115-RA	6829	0.442671	cellular_organisms	match
case1_00017162-RA	2966	0.425152	cellular_organisms	match
case1_00017160-RA	3244	0.423551	cellular_organisms	match
case1_00017167-RA	1231	0.450041	cellular_organisms	match
case1_00017176-RA	4509	0.437348	cellular_organisms	match
case1_00017175-RA	3249	0.418283	cellular_organisms	match
case1_00017125-RA	1785	0.373109	cellular_organisms	match
case1_00017124-RA	1320	0.45303	cellular_organisms	match
case1_00017118-RA	1530	0.44183	cellular_organisms	match
case1_00017116-RA	3690	0.440108	cellular_organisms	match
case1_00017120-RA	1477	0.452945	cellular_organisms	match
case1_00017117-RA	552	0.505435	cellular_organisms	no-match
case1_00017139-RA	2704	0.436021	cellular_organisms	match
case1_00017149-RA	1974	0.427052	cellular_organisms	match
case1_00017143-RA	4681	0.426832	cellular_organisms	match
case1_00017141-RA	2918	0.4061	cellular_organisms	match
case1_00017194-RA	1906	0.455929	cellular_organisms	match
case1_00017203-RA	1370	0.408029	cellular_organisms	match
case1_00017207-RA	1783	0.392036	cellular_organisms	match
case1_00017256-RA	2245	0.407127	cellular_organisms	match
case1_00017214-RA	874	0.413043	cellular_organisms	match
case1_00017212-RA	2447	0.414794	cellular_organisms	match
case1_00017188-RA	1479	0.440162	cellular_organisms	match
case1_00017185-RA	1158	0.425734	cellular_organisms	match
case1_00017227-RA	3961	0.430447	cellular_organisms	match
case1_00017229-RA	4652	0.404987	cellular_organisms	match
case1_00017252-RA	1128	0.414007	cellular_organisms	match
case1_00017240-RA	3497	0.410924	cellular_organisms	match
case1_00017246-RA	1026	0.407407	cellular_organisms	match
case1_00017295-RA	6184	0.42044	cellular_organisms	match
case1_00017281-RA	2019	0.405151	cellular_organisms	match
case1_00017284-RA	2102	0.423882	cellular_organisms	match
