ID	len	gc	PS	Presence
case3_00027747-RA	1455	0.439863	cellular_organisms	no-match
case3_00027796-RA	1365	0.381685	cellular_organisms	no-match
case3_00027748-RA	1467	0.332652	cellular_organisms	no-match
case3_00027801-RA	927	0.430421	cellular_organisms	no-match
case3_00027795-RA	468	0.410256	cellular_organisms	no-match
case3_00027793-RA	363	0.432507	cellular_organisms	no-match
case3_00027758-RA	306	0.330065	cellular_organisms	no-match
case3_00027746-RA	1898	0.416228	cellular_organisms	no-match
case3_00027740-RA	4795	0.412722	cellular_organisms	no-match
case3_00027775-RA	1365	0.381685	cellular_organisms	no-match
case3_00027735-RA	5247	0.381742	cellular_organisms	no-match
case3_00027767-RA	1095	0.406393	cellular_organisms	no-match
case3_00027744-RA	678	0.383481	cellular_organisms	no-match
case3_00027776-RA	468	0.410256	cellular_organisms	no-match
case3_00027770-RA	477	0.404612	cellular_organisms	no-match
case3_00027743-RA	477	0.406709	cellular_organisms	no-match
case3_00027731-RA	1524	0.404199	cellular_organisms	no-match
case3_00027733-RA	1488	0.398522	cellular_organisms	no-match
case3_00027783-RA	318	0.415094	cellular_organisms	no-match
case3_00027778-RA	417	0.436451	cellular_organisms	no-match
case3_00027734-RA	4131	0.367466	cellular_organisms	no-match
case3_00027742-RA	606	0.381188	cellular_organisms	no-match
case3_00027745-RA	363	0.366391	cellular_organisms	no-match
case3_00027759-RA	354	0.355932	cellular_organisms	no-match
case3_00027769-RA	405	0.358025	cellular_organisms	no-match
case3_00027785-RA	531	0.34275	cellular_organisms	no-match
case3_00027786-RA	519	0.33526	cellular_organisms	no-match
case3_00027784-RA	306	0.323529	cellular_organisms	no-match
case3_00027788-RA	267	0.307116	cellular_organisms	no-match
case3_00027771-RA	2528	0.377769	cellular_organisms	no-match
case3_00027787-RA	2061	0.355653	cellular_organisms	no-match
case3_00027760-RA	378	0.391534	cellular_organisms	no-match
case3_00027757-RA	201	0.363184	cellular_organisms	no-match
case3_00027587-RA	675	0.419259	cellular_organisms	no-match
case3_00027588-RA	2295	0.43268	cellular_organisms	no-match
case3_00027598-RA	948	0.447257	cellular_organisms	no-match
case3_00027610-RA	1577	0.430564	cellular_organisms	no-match
case3_00027611-RA	1388	0.396974	cellular_organisms	no-match
case3_00027647-RA	1755	0.418234	cellular_organisms	no-match
case3_00027643-RA	924	0.50974	cellular_organisms	no-match
case3_00027633-RA	3097	0.447207	cellular_organisms	no-match
case3_00027637-RA	2019	0.511144	cellular_organisms	no-match
case3_00027635-RA	921	0.437568	cellular_organisms	no-match
case3_00027662-RA	1447	0.449896	cellular_organisms	no-match
case3_00027711-RA	1653	0.470659	cellular_organisms	no-match
case3_00027720-RA	1584	0.417298	cellular_organisms	no-match
case3_00027705-RA	3950	0.469114	cellular_organisms	no-match
case3_00027682-RA	777	0.496782	cellular_organisms	no-match
case3_00027713-RA	471	0.428875	cellular_organisms	no-match
case3_00027684-RA	921	0.459283	cellular_organisms	no-match
case3_00027685-RA	360	0.383333	cellular_organisms	no-match
case3_00027718-RA	1869	0.46549	cellular_organisms	no-match
case3_00023393-RA	2080	0.496635	cellular_organisms	match
case3_00023399-RA	1313	0.512567	cellular_organisms	match
case3_00023431-RA	4168	0.465451	cellular_organisms	match
case3_00023415-RA	3876	0.466718	cellular_organisms	match
case3_00023436-RA	2227	0.434216	cellular_organisms	match
case3_00023429-RA	1518	0.423584	cellular_organisms	match
case3_00023424-RA	1853	0.430113	cellular_organisms	match
case3_00023442-RA	1269	0.472025	cellular_organisms	match
case3_00023463-RA	2776	0.412464	cellular_organisms	match
case3_00023457-RA	1470	0.459864	cellular_organisms	match
case3_00023460-RA	4088	0.439579	cellular_organisms	match
